pokemon_code,pokemon_name,pokemon_type_1,pokemon_type_2,high_point,attack_force,defense_point,special_attack_force,special_defense_point,speed,generation,legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,classfication,percentage_male,experience_growth,height_m,weight_kg,pokedex_number
632,Zorua,Dark,,40,65,40,80,40,65,5,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,6400,70,330,75,Tricky Fox Pokémon,88.1,1059860,0.7,12.5,570
633,Zoroark,Dark,,60,105,60,120,60,105,5,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,5120,70,510,45,Illusion Fox Pokémon,88.1,1059860,1.6,81.1,571
634,Minccino,Normal,,55,50,40,40,40,75,5,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,300,255,Chinchilla Pokémon,24.6,800000,0.4,5.8,572
635,Cinccino,Normal,,75,95,60,65,60,115,5,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,470,60,Scarf Pokémon,24.6,800000,0.5,7.5,573
636,Gothita,Psychic,,45,30,50,55,65,45,5,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,290,200,Fixation Pokémon,24.6,1059860,0.4,5.8,574
637,Gothorita,Psychic,,60,45,70,75,85,55,5,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,390,100,Manipulate Pokémon,24.6,1059860,0.7,18,575
638,Gothitelle,Psychic,,70,55,95,95,110,65,5,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,490,50,Astral Body Pokémon,24.6,1059860,1.5,44,576
639,Solosis,Psychic,,45,30,40,105,50,20,5,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,290,200,Cell Pokémon,50,1059860,0.3,1,577
640,Duosion,Psychic,,65,40,50,125,60,30,5,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,370,100,Mitosis Pokémon,50,1059860,0.6,8,578
641,Reuniclus,Psychic,,110,65,75,125,85,30,5,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,490,50,Multiplying Pokémon,50,1059860,1,20.1,579
642,Ducklett,Water,Flying,62,44,50,44,50,55,5,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,305,190,Water Bird Pokémon,50,1000000,0.5,5.5,580
643,Swanna,Water,Flying,75,87,63,87,63,98,5,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,473,45,White Bird Pokémon,50,1000000,1.3,24.2,581
644,Vanillite,Ice,,36,50,50,65,60,44,5,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,305,255,Fresh Snow Pokémon,50,1250000,0.4,5.7,582
645,Vanillish,Ice,,51,65,65,80,75,59,5,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,395,120,Icy Snow Pokémon,50,1250000,1.1,41,583
646,Vanilluxe,Ice,,71,95,85,110,95,79,5,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,535,45,Snowstorm Pokémon,50,1250000,1.3,57.5,584
647,Deerling,Normal,Grass,60,60,50,40,50,75,5,0,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,335,190,Season Pokémon,50,1000000,0.6,19.5,585
648,Sawsbuck,Normal,Grass,80,100,70,60,70,95,5,0,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,475,75,Season Pokémon,50,1000000,1.9,92.5,586
649,Emolga,Electric,Flying,55,75,60,75,60,103,5,0,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,5120,70,428,200,Sky Squirrel Pokémon,50,1000000,0.4,5,587
650,Karrablast,Bug,,50,75,45,40,45,60,5,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,315,200,Clamping Pokémon,50,1000000,0.5,5.9,588
651,Escavalier,Bug,Steel,70,135,105,60,105,20,5,0,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,3840,70,495,75,Cavalry Pokémon,50,1000000,1,33,589
652,Foongus,Grass,Poison,69,55,45,55,55,15,5,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,294,190,Mushroom Pokémon,50,1000000,0.2,1,590
653,Amoonguss,Grass,Poison,114,85,70,85,80,30,5,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,464,75,Mushroom Pokémon,50,1000000,0.6,10.5,591
654,Frillish,Water,Ghost,55,40,50,65,85,40,5,0,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,5120,70,335,190,Floating Pokémon,50,1000000,1.2,33,592
655,Jellicent,Water,Ghost,100,60,70,85,105,60,5,0,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,5120,70,480,60,Floating Pokémon,50,1000000,2.2,135,593
656,Alomomola,Water,,165,75,80,40,45,65,5,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,470,75,Caring Pokémon,50,800000,1.2,31.6,594
657,Joltik,Bug,Electric,50,47,50,57,50,65,5,0,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,5120,70,319,190,Attaching Pokémon,50,1000000,0.1,0.6,595
658,Galvantula,Bug,Electric,70,77,60,97,60,108,5,0,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,5120,70,472,75,EleSpider Pokémon,50,1000000,0.8,14.3,596
659,Ferroseed,Grass,Steel,44,50,91,24,86,10,5,0,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,5120,70,305,255,Thorn Seed Pokémon,50,1000000,0.6,18.8,597
660,Ferrothorn,Grass,Steel,74,94,131,54,116,20,5,0,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,5120,70,489,90,Thorn Pod Pokémon,50,1000000,1,110,598
661,Klink,Steel,,40,55,70,45,60,30,5,0,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,300,130,Gear Pokémon,,1059860,0.3,21,599
662,Klang,Steel,,60,80,95,70,85,50,5,0,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,440,60,Gear Pokémon,,1059860,0.6,51,600
663,Klinklang,Steel,,60,100,115,70,85,90,5,0,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,520,30,Gear Pokémon,,1059860,0.6,81,601
664,Tynamo,Electric,,35,55,40,45,40,60,5,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,275,190,EleFish Pokémon,50,1250000,0.2,0.3,602
665,Eelektrik,Electric,,65,85,70,75,70,40,5,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,405,60,EleFish Pokémon,50,1250000,1.2,22,603
666,Eelektross,Electric,,85,115,80,105,80,50,5,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,515,30,EleFish Pokémon,50,1250000,2.1,80.5,604
667,Elgyem,Psychic,,55,55,55,85,55,30,5,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,335,255,Cerebral Pokémon,50,1000000,0.5,9,605
668,Beheeyem,Psychic,,75,75,75,125,95,40,5,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,485,90,Cerebral Pokémon,50,1000000,1,34.5,606
669,Litwick,Ghost,Fire,50,30,55,65,55,20,5,0,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,275,190,Candle Pokémon,50,1059860,0.3,3.1,607
670,Lampent,Ghost,Fire,60,40,60,95,60,55,5,0,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,370,90,Lamp Pokémon,50,1059860,0.6,13,608
671,Chandelure,Ghost,Fire,60,55,90,145,90,80,5,0,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,520,45,Luring Pokémon,50,1059860,1,34.3,609
672,Axew,Dragon,,46,87,60,30,40,57,5,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,320,75,Tusk Pokémon,50,1250000,0.6,18,610
673,Fraxure,Dragon,,66,117,70,40,50,67,5,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,410,60,Axe Jaw Pokémon,50,1250000,1,36,611
674,Haxorus,Dragon,,76,147,90,60,70,97,5,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,540,45,Axe Jaw Pokémon,50,1250000,1.8,105.5,612
675,Cubchoo,Ice,,55,70,40,60,40,40,5,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,305,120,Chill Pokémon,50,1000000,0.5,8.5,613
676,Beartic,Ice,,95,110,80,70,80,50,5,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,505,60,Freezing Pokémon,50,1000000,2.6,260,614
677,Cryogonal,Ice,,70,50,30,95,135,105,5,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,6400,70,515,25,Crystallizing Pokémon,,1000000,1.1,148,615
678,Shelmet,Bug,,50,40,85,40,65,25,5,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,305,200,Snail Pokémon,50,1000000,0.4,7.7,616
679,Accelgor,Bug,,80,70,40,100,60,145,5,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,495,75,Shell Out Pokémon,50,1000000,0.8,25.3,617
680,Stunfisk,Ground,Electric,109,66,84,81,99,32,5,0,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,5120,70,471,75,Trap Pokémon,50,1000000,0.7,11,618
681,Mienfoo,Fighting,,45,85,50,55,50,65,5,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,350,180,Martial Arts Pokémon,50,1059860,0.9,20,619
682,Mienshao,Fighting,,65,125,60,95,60,105,5,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,510,45,Martial Arts Pokémon,50,1059860,1.4,35.5,620
683,Druddigon,Dragon,,77,120,90,60,90,48,5,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,7680,70,485,45,Cave Pokémon,50,1000000,1.6,139,621
684,Golett,Ground,Ghost,59,74,50,35,50,35,5,0,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,6400,70,303,190,Automaton Pokémon,,1000000,1,92,622
685,Golurk,Ground,Ghost,89,124,80,55,80,55,5,0,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,6400,70,483,90,Automaton Pokémon,,1000000,2.8,330,623
686,Pawniard,Dark,Steel,45,85,70,40,40,60,5,0,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,5120,35,340,120,Sharp Blade Pokémon,50,1000000,0.5,10.2,624
687,Bisharp,Dark,Steel,65,125,100,60,70,70,5,0,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,5120,35,490,45,Sword Blade Pokémon,50,1000000,1.6,70,625
688,Bouffalant,Normal,,95,110,95,40,95,55,5,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,Bash Buffalo Pokémon,50,1000000,1.6,94.6,626
689,Rufflet,Normal,Flying,70,83,50,37,50,60,5,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,350,190,Eaglet Pokémon,100,1250000,0.5,10.5,627
690,Braviary,Normal,Flying,100,123,75,57,75,80,5,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,510,60,Valiant Pokémon,100,1250000,1.5,41,628
691,Vullaby,Dark,Flying,70,55,75,45,65,60,5,0,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,370,190,Diapered Pokémon,0,1250000,0.5,9,629
692,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,0,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,510,60,Bone Vulture Pokémon,0,1250000,1.2,39.5,630
693,Heatmor,Fire,,85,97,66,105,66,65,5,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,484,90,Anteater Pokémon,50,1000000,1.4,58,631
694,Durant,Bug,Steel,58,109,112,48,48,109,5,0,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,5120,70,484,90,Iron Ant Pokémon,50,1000000,0.3,33,632
695,Deino,Dark,Dragon,52,65,50,45,50,38,5,0,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,10240,35,300,45,Irate Pokémon,50,1250000,0.8,17.3,633
696,Zweilous,Dark,Dragon,72,85,70,65,70,58,5,0,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,10240,35,420,45,Hostile Pokémon,50,1250000,1.4,50,634
697,Hydreigon,Dark,Dragon,92,105,90,125,90,98,5,0,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,10240,35,600,45,Brutal Pokémon,50,1250000,1.8,160,635
698,Larvesta,Bug,Fire,55,85,55,50,55,60,5,0,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,10240,70,360,45,Torch Pokémon,50,1250000,1.1,28.8,636
699,Volcarona,Bug,Fire,85,60,65,135,105,100,5,0,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,10240,70,550,15,Sun Pokémon,50,1250000,1.6,46,637
700,Cobalion,Steel,Fighting,91,90,129,90,72,108,5,1,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,20480,35,580,3,Iron Will Pokémon,,1250000,2.1,250,638
701,Terrakion,Rock,Fighting,91,129,90,72,90,108,5,1,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,20480,35,580,3,Cavern Pokémon,,1250000,1.9,260,639
702,Virizion,Grass,Fighting,91,90,72,90,129,108,5,1,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,20480,35,580,3,Grassland Pokémon,,1250000,2,200,640
703,Tornadus Incarnate Forme,Flying,,79,115,70,125,80,111,5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,30720,90,580,3,Cyclone Pokémon,100,1250000,1.5,63,641
704,Tornadus Therian Forme,Flying,,79,100,80,110,90,121,5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,30720,90,580,3,Cyclone Pokémon,100,1250000,1.5,63,641
705,Thundurus Incarnate Forme,Electric,Flying,79,115,70,125,80,111,5,1,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,30720,90,580,3,Bolt Strike Pokémon,100,1250000,1.5,61,642
706,Thundurus Therian Forme,Electric,Flying,79,105,70,145,80,101,5,1,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,30720,90,580,3,Bolt Strike Pokémon,100,1250000,1.5,61,642
707,Reshiram,Dragon,Fire,100,120,100,150,120,90,5,1,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,30720,0,680,3,Vast White Pokémon,,1250000,3.2,330,643
708,Zekrom,Dragon,Electric,100,150,120,120,100,90,5,1,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,30720,0,680,3,Deep Black Pokémon,,1250000,2.9,345,644
709,Landorus Incarnate Forme,Ground,Flying,89,125,90,115,80,101,5,1,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,30720,90,600,3,Abundance Pokémon,100,1250000,1.5,68,645
710,Landorus Therian Forme,Ground,Flying,89,145,90,105,80,91,5,1,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,30720,90,600,3,Abundance Pokémon,100,1250000,1.5,68,645
711,Kyurem,Dragon,Ice,125,130,90,130,90,95,5,1,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,30720,0,700,3,Boundary Pokémon,,1250000,3,325,646
712,Kyurem Black Kyurem,Dragon,Ice,125,170,100,120,90,95,5,1,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,30720,0,700,3,Boundary Pokémon,,1250000,3,325,646
713,Kyurem White Kyurem,Dragon,Ice,125,120,90,170,100,95,5,1,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,30720,0,700,3,Boundary Pokémon,,1250000,3,325,646
714,Keldeo Ordinary Forme,Water,Fighting,91,72,90,129,90,108,5,0,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,20480,35,580,3,Colt Pokémon,,1250000,1.4,48.5,647
715,Keldeo Resolute Forme,Water,Fighting,91,72,90,129,90,108,5,0,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,20480,35,580,3,Colt Pokémon,,1250000,1.4,48.5,647
716,Meloetta Aria Forme,Normal,Psychic,100,77,77,128,128,90,5,0,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,30720,100,600,3,Melody Pokémon,,1250000,0.6,6.5,648
717,Meloetta Pirouette Forme,Normal,Fighting,100,128,90,77,77,128,5,0,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,30720,100,600,3,Melody Pokémon,,1250000,0.6,6.5,648
718,Genesect,Bug,Steel,71,120,95,120,95,99,5,0,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,30720,0,600,3,Paleozoic Pokémon,,1250000,1.5,82.5,649
719,Chespin,Grass,,56,61,65,48,45,38,6,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,313,45,Spiky Nut Pokémon,88.1,1059860,0.4,9,650
720,Quilladin,Grass,,61,78,95,56,58,57,6,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,Spiny Armor Pokémon,88.1,1059860,0.7,29,651
721,Chesnaught,Grass,Fighting,88,107,122,74,75,64,6,0,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,5120,70,530,45,Spiny Armor Pokémon,88.1,1059860,1.6,90,652
722,Fennekin,Fire,,40,45,40,62,60,60,6,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,307,45,Fox Pokémon,88.1,1059860,0.4,9.4,653
723,Braixen,Fire,,59,59,58,90,70,73,6,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,409,45,Fox Pokémon,88.1,1059860,1,14.5,654
724,Delphox,Fire,Psychic,75,69,72,114,100,104,6,0,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,5120,70,534,45,Fox Pokémon,88.1,1059860,1.5,39,655
725,Froakie,Water,,41,56,40,62,44,71,6,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,314,45,Bubble Frog Pokémon,88.1,1059860,0.3,7,656
726,Frogadier,Water,,54,63,52,83,56,97,6,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,405,45,Bubble Frog Pokémon,88.1,1059860,0.6,10.9,657
727,Greninja,Water,Dark,72,95,67,103,71,122,6,0,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,70,640,45,Ninja Pokémon,88.1,1059860,1.5,40,658
728,Bunnelby,Normal,,38,36,38,32,36,57,6,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,237,255,Digging Pokémon,50,1000000,0.4,5,659
729,Diggersby,Normal,Ground,85,56,77,50,77,78,6,0,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,3840,70,423,127,Digging Pokémon,50,1000000,1,42.4,660
730,Fletchling,Normal,Flying,45,50,43,40,38,62,6,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,278,255,Tiny Robin Pokémon,50,1059860,0.3,1.7,661
731,Fletchinder,Fire,Flying,62,73,55,56,52,84,6,0,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,3840,70,382,120,Ember Pokémon,50,1059860,0.7,16,662
732,Talonflame,Fire,Flying,78,81,71,74,69,126,6,0,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,3840,70,499,45,Scorching Pokémon,50,1059860,1.2,24.5,663
733,Scatterbug,Bug,,38,35,40,27,25,35,6,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,200,255,Scatterdust Pokémon,50,1000000,0.3,2.5,664
734,Spewpa,Bug,,45,22,60,27,30,29,6,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,213,120,Scatterdust Pokémon,50,1000000,0.3,8.4,665
735,Vivillon,Bug,Flying,80,52,50,90,50,89,6,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,411,45,Scale Pokémon,50,1000000,1.2,17,666
736,Litleo,Fire,Normal,62,50,58,73,54,72,6,0,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,369,220,Lion Cub Pokémon,11.2,1059860,0.6,13.5,667
737,Pyroar,Fire,Normal,86,68,72,109,66,106,6,0,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,507,65,Royal Pokémon,11.2,1059860,1.5,81.5,668
738,Flabébé,Fairy,,44,38,39,61,79,42,6,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,303,225,Single Bloom Pokémon,0,1000000,0.1,0.1,669
739,Floette,Fairy,,54,45,47,75,98,52,6,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,551,120,Fairy Pokémon,0,1000000,0.2,0.9,670
740,Florges,Fairy,,78,65,68,112,154,75,6,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,552,45,Garden Pokémon,0,1000000,1.1,10,671
741,Skiddo,Grass,,66,65,48,62,57,52,6,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,350,200,Mount Pokémon,50,1000000,0.9,31,672
742,Gogoat,Grass,,123,100,62,97,81,68,6,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,531,45,Mount Pokémon,50,1000000,1.7,91,673
743,Pancham,Fighting,,67,82,62,46,48,43,6,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,348,220,Playful Pokémon,50,1000000,0.6,8,674
744,Pangoro,Fighting,Dark,95,124,78,69,71,58,6,0,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,6400,70,495,65,Daunting Pokémon,50,1000000,2.1,136,675
745,Furfrou,Normal,,75,80,60,65,90,102,6,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,472,160,Poodle Pokémon,50,1000000,1.2,28,676
746,Espurr,Psychic,,62,48,54,63,60,68,6,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,355,190,Restraint Pokémon,50,1000000,0.3,3.5,677
747,Meowstic Male,Psychic,,74,48,76,83,81,104,6,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,466,75,Constraint Pokémon,50,1000000,0.6,8.5,678
748,Meowstic Female,Psychic,,74,48,76,83,81,104,6,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,466,75,Constraint Pokémon,50,1000000,0.6,8.5,678
749,Honedge,Steel,Ghost,45,80,100,35,37,28,6,0,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,5120,70,325,180,Sword Pokémon,50,1000000,0.8,2,679
750,Doublade,Steel,Ghost,59,110,150,45,49,35,6,0,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,5120,70,448,90,Sword Pokémon,50,1000000,0.8,4.5,680
751,Aegislash Blade Forme,Steel,Ghost,60,150,50,150,50,60,6,0,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,5120,70,520,45,Royal Sword Pokémon,50,1000000,1.7,53,681
752,Aegislash Shield Forme,Steel,Ghost,60,50,150,50,150,60,6,0,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,5120,70,520,45,Royal Sword Pokémon,50,1000000,1.7,53,681
753,Spritzee,Fairy,,78,52,60,63,65,23,6,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,341,200,Perfume Pokémon,50,1000000,0.2,0.5,682
754,Aromatisse,Fairy,,101,72,72,99,89,29,6,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,462,140,Fragrance Pokémon,50,1000000,0.8,15.5,683
755,Swirlix,Fairy,,62,48,66,59,57,49,6,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,341,200,Cotton Candy Pokémon,50,1000000,0.4,3.5,684
